title,author,letter,entry_number,title_length,author_last_name,genre_hints
Queer Theory,Annamarie Jagose,Q,70,12,Jagose,General Fiction
"Kiss Me, Annabel",Eloisa James,K,82,16,James,General Fiction
Daisy Miller,Henry James,D,40,12,James,General Fiction
The Ambassadors,Henry James,A,40,15,James,General Fiction
The Aspern Papers,Henry James,A,59,17,James,General Fiction
The Golden Bowl,Henry James,G,33,15,James,General Fiction
The Portrait of a Lady,Henry James,P,14,22,James,General Fiction
The Turn of the Screw,Henry James,T,17,21,James,General Fiction
The Wings of the Dove,Henry James,W,63,21,James,General Fiction
Washington Square,Henry James,W,20,17,James,General Fiction
The Unified Field,John James,U,83,17,James,General Fiction
The Book of Night Women,Marlon James,B,81,23,James,General Fiction
The Children of Men,P.D. James,C,74,19,James,Children
The Midnight Girls,Alicia Jasinska,M,85,18,Jasinska,General Fiction
The Joy of Less,Francine Jay,J,86,15,Jay,General Fiction
The Piano Teacher,Elfriede Jelinek,P,38,17,Jelinek,General Fiction
Moonlight,Barry Jenkins,M,27,9,Jenkins,General Fiction
The Orphan's Tale,Pam Jenoff,O,47,17,Jenoff,General Fiction
The Night She Disappeared,Lisa Jewell,N,47,25,Jewell,General Fiction
The Eclipse,Banville John,E,47,11,John,General Fiction
The Orphan Master's Son,Adam Johnson,O,29,23,Johnson,General Fiction
Zero Waste Home,Bea Johnson,Z,77,15,Johnson,General Fiction
Jesus' Son,Denis Johnson,J,49,10,Johnson,General Fiction
Nobody Move,Denis Johnson,N,99,11,Johnson,General Fiction
The Shadow Cabinet,Maureen Johnson,S,66,18,Johnson,General Fiction
Everything Bad Is Good for You,Steven Johnson,E,58,30,Johnson,General Fiction
The Hundred-Year-Old Man,Jonas Jonasson,H,67,24,Jonasson,General Fiction
Castle in the Air,Diana Wynne Jones,C,64,17,Jones,General Fiction
House of Many Ways,Diana Wynne Jones,H,70,18,Jones,General Fiction
The Known World,Edward P. Jones,T,42,15,Jones,General Fiction
From Here to Eternity,James Jones,F,9,21,Jones,General Fiction
Our America,LeAlan Jones,O,98,11,Jones,General Fiction
The Other Woman,Sandie Jones,O,44,15,Jones,General Fiction
The Raging Quiet,Sherryl Jordan,R,36,16,Jordan,General Fiction
The Zeitgeist Movement,Peter Joseph,Z,90,22,Joseph,General Fiction
The Girl from the Train,Irma Joubert,G,84,23,Joubert,General Fiction
Dubliners,James Joyce,D,21,9,Joyce,General Fiction
Finnegans Wake,James Joyce,F,33,14,Joyce,General Fiction
The Dubliners,James Joyce,D,53,13,Joyce,General Fiction
Ulysses,James Joyce,U,1,7,Joyce,General Fiction
The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,U,34,37,Joyce,General Fiction
Chicka Chicka Boom Boom,Bill Martin Jr.,C,97,23,Jr.,General Fiction
The Book of Mormon,Joseph Smith Jr.,B,31,18,Jr.,General Fiction
Vonnegut,Kurt Vonnegut Jr.,V,3,8,Jr.,General Fiction
The Jumping Tree,René Saldaña Jr.,J,63,16,Jr.,General Fiction
The Elements of Style,William Strunk Jr.,E,14,21,Jr.,General Fiction
The Perfect Storm,Sebastian Junger,P,69,17,Junger,General Fiction
The Killer's Art,Mari Jungstedt,K,67,16,Jungstedt,General Fiction
Phantom Tollbooth,Norton Juster,P,41,17,Juster,General Fiction
Kafka's Metamorphosis,Franz Kafka,K,58,21,Kafka,General Fiction
The Metamorphosis,Franz Kafka,M,11,17,Kafka,General Fiction
The Metamorphosis,Franz Kafka,T,58,17,Kafka,General Fiction
The Trial,Franz Kafka,T,57,9,Kafka,General Fiction
The Future of Humanity,Michio Kaku,F,20,22,Kaku,Science Fiction
When Breath Becomes Air,Paul Kalanithi,W,41,23,Kalanithi,General Fiction
The Bite of the Mango,Mariatu Kamara,B,89,21,Kamara,General Fiction
The Jew in the Lotus,Rodger Kamenetz,J,94,20,Kamenetz,General Fiction
The United States of Arugula,David Kamp,U,44,28,Kamp,General Fiction
The Vegetarian,Han Kang,V,26,14,Kang,General Fiction
The Nothing That Is,Robert Kaplan,N,34,19,Kaplan,General Fiction
Vietnam: A History,Stanley Karnow,V,77,18,Karnow,Biography/History
The Suspicious River,Laura Kasischke,S,99,20,Kasischke,General Fiction
Rapture,Lauren Kate,R,69,7,Kate,General Fiction
Up the Down Staircase,Bel Kaufman,U,82,21,Kaufman,General Fiction
Kingbird Highway,Kenn Kaufman,K,52,16,Kaufman,General Fiction
Under Heaven,Guy Gavriel Kay,U,58,12,Kay,General Fiction
The Far Pavilions,M.M. Kaye,F,57,17,Kaye,General Fiction
"Girl, Interrupted",Susanna Kaysen,G,100,17,Kaysen,General Fiction
The Last Temptation of Christ,Nikos Kazantzakis,L,50,29,Kazantzakis,General Fiction
Zorba the Greek,Nikos Kazantzakis,Z,3,15,Kazantzakis,General Fiction
The Disappearing Spoon,Sam Kean,D,39,22,Kean,General Fiction
The Jewel House,Anna Keay,J,43,15,Keay,General Fiction
The Face of Battle,John Keegan,F,55,18,Keegan,War/Military
The Opposite of Loneliness,Marina Keegan,O,65,26,Keegan,General Fiction
The Story of My Life,Helen Keller,S,97,20,Keller,General Fiction
The Quality of Mercy,Faye Kellerman,Q,10,20,Kellerman,General Fiction
Schindler's List,Thomas Keneally,S,83,16,Keneally,General Fiction
You Are My Only,Beth Kephart,Y,82,15,Kephart,General Fiction
You,Caroline Kepnes,Y,14,3,Kepnes,General Fiction
Orange Is the New Black,Piper Kerman,O,49,23,Kerman,General Fiction
On the Road,Jack Kerouac,O,4,11,Kerouac,General Fiction
The Dharma Bums,Jack Kerouac,D,66,15,Kerouac,General Fiction
Visions of Gerard,Jack Kerouac,V,14,17,Kerouac,General Fiction
The Zoologist's Guide to the Galaxy,Arik Kershenbaum,Z,54,35,Kershenbaum,General Fiction
One Flew Over the Cuckoo's Nest,Ken Kesey,O,7,31,Kesey,General Fiction
Flowers for Algernon,Daniel Keyes,F,5,20,Keyes,General Fiction
The Minds of Billy Milligan,Daniel Keyes,M,50,27,Keyes,General Fiction
Rachel's Holiday,Marian Keyes,R,88,16,Keyes,General Fiction
The Kestrel Waters,Ausma Zehanat Khan,K,79,18,Khan,General Fiction
The Secret Life of Bees,Sue Monk Kidd,S,20,23,Kidd,Biography/History
The Secret Life of Bees,Sue Monk Kidd,T,34,23,Kidd,Biography/History
Vampire Hunter D,Hideyuki Kikuchi,V,60,16,Kikuchi,General Fiction
The Diabolic,S.J. Kincaid,D,26,12,Kincaid,General Fiction
The Open Door,Laurie R. King,O,92,13,King,General Fiction
Carrie,Stephen King,C,10,6,King,General Fiction
Everything's Eventual,Stephen King,E,74,21,King,General Fiction
"Full Dark, No Stars",Stephen King,F,52,19,King,General Fiction
It,Stephen King,I,4,2,King,General Fiction
Just After Sunset,Stephen King,J,30,17,King,General Fiction
Needful Things,Stephen King,N,35,14,King,General Fiction
On Writing,Stephen King,O,24,10,King,General Fiction
Salem's Lot,Stephen King,S,65,11,King,General Fiction
The Bachman Books,Stephen King,B,53,17,King,General Fiction
The Body,Stephen King,B,49,8,King,General Fiction
The Dark Tower,Stephen King,D,12,14,King,General Fiction
The Dead Zone,Stephen King,D,56,13,King,General Fiction
The Eyes of the Dragon,Stephen King,E,79,22,King,Fantasy
The Green Mile,Stephen King,G,56,14,King,General Fiction
The Institute,Stephen King,I,100,13,King,General Fiction
The Jaunt,Stephen King,J,80,9,King,General Fiction
The Long Walk,Stephen King,L,47,13,King,General Fiction
The Night Shift,Stephen King,N,56,15,King,General Fiction
The Regulators,Stephen King,R,98,14,King,General Fiction
The Shining,Stephen King,S,9,11,King,General Fiction
The Stand,Stephen King,S,8,9,King,General Fiction
Under the Dome,Stephen King,U,15,14,King,General Fiction
Prodigal Summer,Barbara Kingsolver,P,70,15,Kingsolver,General Fiction
The Poisonwood Bible,Barbara Kingsolver,P,4,20,Kingsolver,General Fiction
The Poisonwood Bible,Barbara Kingsolver,P,40,20,Kingsolver,General Fiction
The Poisonwood Bible,Barbara Kingsolver,P,61,20,Kingsolver,General Fiction
The Poisonwood Bible,Barbara Kingsolver,T,41,20,Kingsolver,General Fiction
The Woman Warrior,Maxine Hong Kingston,W,60,17,Kingston,War/Military
The Diary of a Wimpy Kid,Jeff Kinney,D,63,24,Kinney,Children
The Undomestic Goddess,Sophie Kinsella,U,48,22,Kinsella,General Fiction
Captains Courageous,Rudyard Kipling,C,44,19,Kipling,General Fiction
The Jungle Book,Rudyard Kipling,J,5,15,Kipling,General Fiction
The Walking Dead,Robert Kirkman,W,72,16,Kirkman,General Fiction
Holes in the Sky,William Kittredge,H,72,16,Kittredge,General Fiction
Rich Dad Poor Dad,Robert Kiyosaki,R,25,17,Kiyosaki,General Fiction
You Don't Know Me,David Klass,Y,26,17,Klass,General Fiction
The Knowledge of Good and Evil,Glenn Kleier,K,10,30,Kleier,General Fiction
You'll Grow Out of It,Jessi Klein,Y,94,21,Klein,General Fiction
No Logo,Naomi Klein,N,55,7,Klein,General Fiction
Dead Poets Society,N.H. Kleinbaum,D,13,18,Kleinbaum,General Fiction
The Orphan Train,Christina Baker Kline,O,67,16,Kline,General Fiction
The Year Without Summer,William K. Klingaman,Y,97,23,Klingaman,General Fiction
The Visible Man,Chuck Klosterman,V,84,15,Klosterman,General Fiction
The House in the Cerulean Sea,TJ Klune,H,98,29,Klune,General Fiction
The Year of Living Dangerously,Christopher Koch,Y,25,30,Koch,General Fiction
The Dinner,Herman Koch,D,77,10,Koch,General Fiction
Darkness at Noon,Arthur Koestler,D,15,16,Koestler,General Fiction
Under the Poppy,Kathe Koja,U,85,15,Koja,General Fiction
The Unincorporated Man,Dani Kollin,U,72,22,Kollin,General Fiction
The Music of What Happens,Bill Konigsberg,M,89,25,Konigsberg,General Fiction
The View from Saturday,E.L. Konigsburg,V,9,22,Konigsburg,General Fiction
False Memory,Dean Koontz,F,88,12,Koontz,General Fiction
Midnight,Dean Koontz,M,100,8,Koontz,General Fiction
Velocity,Dean Koontz,V,62,8,Koontz,General Fiction
Watchers,Dean Koontz,W,71,8,Koontz,General Fiction
Your Heart Belongs to Me,Dean Koontz,Y,58,24,Koontz,Romance
Until We Meet Again,Michael Korenblit,U,45,19,Korenblit,General Fiction
The Zucchini Warriors,Gordon Korman,Z,15,21,Korman,War/Military
Being There,Jerzy Kosinski,B,70,11,Kosinski,General Fiction
The Historian,Elizabeth Kostova,H,34,13,Kostova,General Fiction
The Swan Thieves,Elizabeth Kostova,S,81,16,Kostova,General Fiction
Savage Inequalities,Jonathan Kozol,S,79,19,Kozol,General Fiction
The Vanishing,Tim Krabbé,V,61,13,Krabbé,General Fiction
Into Thin Air,Jon Krakauer,I,13,13,Krakauer,General Fiction
Into the Wild,Jon Krakauer,I,12,13,Krakauer,General Fiction
Under the Banner of Heaven,Jon Krakauer,U,36,26,Krakauer,General Fiction
Mistral's Daughter,Judith Krantz,M,73,18,Krantz,General Fiction
The Jewels of Tessa Kent,Judith Krantz,J,56,24,Krantz,General Fiction
The History of Love,Nicole Krauss,H,12,19,Krauss,Romance | Biography/History
The Carrot Seed,Ruth Krauss,C,96,15,Krauss,General Fiction
Questions of Travel,Michelle de Kretser,Q,46,19,Kretser,General Fiction
Ordinary Grace,William Kent Krueger,O,69,14,Krueger,General Fiction
The Unbearable Lightness of Being,Milan Kundera,T,51,33,Kundera,General Fiction
The Unbearable Lightness of Being,Milan Kundera,U,3,33,Kundera,General Fiction
The Buddha of Suburbia,Hanif Kureishi,B,87,22,Kureishi,General Fiction
The Quest for Saint Camber,Katherine Kurtz,Q,99,26,Kurtz,General Fiction
China Rich Girlfriend,Kevin Kwan,C,69,21,Kwan,General Fiction
Crazy Rich Asians,Kevin Kwan,C,21,17,Kwan,General Fiction
The Incendiaries,R.O. Kwon,I,95,16,Kwon,General Fiction
The Spanish Tragedy,Thomas Kyd,T,69,19,Kyd,General Fiction
The Queen's Lady,Barbara Kyle,Q,73,16,Kyle,General Fiction
The Quantum Garden,Derek Künsken,Q,51,18,Künsken,General Fiction
The Quantum Magician,Derek Künsken,Q,85,20,Künsken,Fantasy
A Wrinkle in Time,Madeleine L'Engle,A,27,17,L'Engle,General Fiction
Many Waters,Madeleine L'Engle,M,15,11,L'Engle,General Fiction
The Young Unicorns,Madeleine L'Engle,Y,67,18,L'Engle,General Fiction
You Know Me Well,Nina LaCour,Y,90,16,LaCour,General Fiction
Jack London,Earle Labor,J,100,11,Labor,General Fiction
Firebird,Mercedes Lackey,F,54,8,Lackey,General Fiction
The Girl in the Spider's Web,David Lagercrantz,G,64,28,Lagercrantz,General Fiction
Interpreter of Maladies,Jhumpa Lahiri,I,21,23,Lahiri,General Fiction
The Namesake,Jhumpa Lahiri,N,19,12,Lahiri,General Fiction
The Namesake,Jhumpa Lahiri,N,45,12,Lahiri,General Fiction
The Namesake,Jhumpa Lahiri,N,60,12,Lahiri,General Fiction
The Namesake,Jhumpa Lahiri,T,45,12,Lahiri,General Fiction
Unaccustomed Earth,Jhumpa Lahiri,U,59,18,Lahiri,General Fiction
She's Come Undone,Wally Lamb,S,53,17,Lamb,General Fiction
Grace Eventually,Anne Lamott,G,82,16,Lamott,General Fiction
Operating Instructions,Anne Lamott,O,30,22,Lamott,General Fiction
The Leopard,Giuseppe Tomasi di Lampedusa,L,22,11,Lampedusa,General Fiction
Endurance,Alfred Lansing,E,16,9,Lansing,General Fiction
The Couple Next Door,Shari Lapena,C,71,20,Lapena,General Fiction
Collected Poems,Philip Larkin,C,79,15,Larkin,General Fiction
Passing,Nella Larsen,P,71,7,Larsen,General Fiction
Quicksand,Nella Larsen,Q,88,9,Larsen,General Fiction
Zero Sum,B.V. Larson,Z,69,8,Larson,General Fiction
In the Garden of Beasts,Erik Larson,I,32,23,Larson,General Fiction
The Devil in the White City,Erik Larson,D,64,27,Larson,General Fiction
The Girl Who Kicked the Hornet's Nest,Stieg Larsson,G,59,37,Larsson,General Fiction
The Girl Who Played with Fire,Stieg Larsson,G,50,29,Larsson,General Fiction
The Girl with the Dragon Tattoo,Stieg Larsson,G,4,31,Larsson,Fantasy
The Girl with the Dragon Tattoo,Stieg Larsson,T,28,31,Larsson,Fantasy
Nella Last's War,Nella Last,N,49,16,Last,War/Military
The Stone Angel,Margaret Laurence,S,25,15,Laurence,General Fiction
Lady Chatterley's Lover,D.H. Lawrence,L,10,23,Lawrence,Romance
Sons and Lovers,D.H. Lawrence,S,37,15,Lawrence,Romance
Women in Love,D.H. Lawrence,W,32,13,Lawrence,Romance
Furiously Happy,Jenny Lawson,F,92,15,Lawson,General Fiction
Mockingbird,Harper Lee,M,2,11,Lee,General Fiction
To Kill a Mockingbird,Harper Lee,S,2,21,Lee,General Fiction
To Kill a Mockingbird,Harper Lee,T,1,21,Lee,General Fiction
The Fortune Cookie Chronicles,Jennifer 8. Lee,F,70,29,Lee,General Fiction
Necessary Roughness,Marie G. Lee,N,88,19,Lee,General Fiction
The Verge,Patrick Lee,V,7,9,Lee,General Fiction
The Invisible Hook,Peter Leeson,I,91,18,Leeson,General Fiction
Live by Night,Dennis Lehane,L,84,13,Lehane,General Fiction
Vera Drake,Mike Leigh,V,93,10,Leigh,General Fiction
The Forest of Love and Pilgrimage,Aldo Leopold,F,83,33,Leopold,Romance
The Viper's Nest,Peter Lerangis,V,28,16,Lerangis,General Fiction
The Phantom of the Opera,Gaston Leroux,P,7,24,Leroux,General Fiction
The Nocturnal Brain,Dr. Guy Leschziner,N,91,19,Leschziner,General Fiction
The Golden Notebook,Doris Lessing,G,54,19,Lessing,General Fiction
The Grass Is Singing,Doris Lessing,G,32,20,Lessing,General Fiction
The Fortress of Solitude,Jonathan Lethem,F,58,24,Lethem,General Fiction
Rosemary's Baby,Ira Levin,R,38,15,Levin,General Fiction
The Stepford Wives,Ira Levin,S,84,18,Levin,General Fiction
Ella Enchanted,Gail Carson Levine,E,13,14,Levine,General Fiction
The Lover's Dictionary,David Levithan,L,64,22,Levithan,Romance
Freakonomics,Steven Levitt,F,30,12,Levitt,General Fiction
The Luminous Novel,Mario Levrero,L,99,18,Levrero,General Fiction
Mere Christianity,C.S. Lewis,M,31,17,Lewis,Fantasy
Out of the Silent Planet,C.S. Lewis,O,84,24,Lewis,Fantasy
The Chronicles of Narnia,C.S. Lewis,C,5,24,Lewis,Fantasy
The Chronicles of Narnia,C.S. Lewis,T,11,24,Lewis,Fantasy
"The Lion, the Witch and the Wardrobe",C.S. Lewis,L,11,36,Lewis,War/Military | Fantasy
The Screwtape Letters,C.S. Lewis,S,16,21,Lewis,Fantasy
The Silver Chair,C.S. Lewis,S,80,16,Lewis,Fantasy
The Voyage of the Dawn Treader,C.S. Lewis,V,5,30,Lewis,Fantasy
The Monk,Matthew Lewis,M,80,8,Lewis,Fantasy
Boomerang,Michael Lewis,B,57,9,Lewis,Fantasy
Liar's Poker,Michael Lewis,L,46,12,Lewis,Fantasy
Moneyball,Michael Lewis,M,47,9,Lewis,Fantasy
Arrowsmith,Sinclair Lewis,A,35,10,Lewis,Fantasy
Elmer Gantry,Sinclair Lewis,E,70,12,Lewis,Fantasy
The Vagrants,Yiyun Li,V,24,12,Li,General Fiction
Einstein's Dreams,Alan Lightman,E,18,17,Lightman,General Fiction
The Joy Factory,Alan Lightman,J,89,15,Lightman,General Fiction
The Year of the Dog,Grace Lin,Y,53,19,Lin,General Fiction
The Year of the Rat,Grace Lin,Y,89,19,Lin,General Fiction
Pippi Longstocking,Astrid Lindgren,P,6,18,Lindgren,General Fiction
The Kindly Ones,Jonathan Littell,K,46,15,Littell,General Fiction
The Sisters,Robert Littell,S,87,11,Littell,General Fiction
The Year of the Tiger,Alison Lloyd,Y,93,21,Lloyd,General Fiction
Huntress,Malinda Lo,H,80,8,Lo,General Fiction
Frog and Toad Are Friends,Arnold Lobel,F,97,25,Lobel,General Fiction
The New Negro,Alain Locke,N,83,13,Locke,General Fiction
Nice Work,David Lodge,N,42,9,Lodge,General Fiction
The Kindness Diaries,Leon Logothetis,K,69,20,Logothetis,General Fiction
The King's Speech,Mark Logue,K,62,17,Logue,General Fiction
Call of the Wild,Jack London,C,12,16,London,General Fiction
Martin Eden,Jack London,M,92,11,London,General Fiction
White Fang,Jack London,W,79,10,London,General Fiction
The Descent,Jeff Long,D,46,11,Long,General Fiction
Gilt,Katherine Longshore,G,94,4,Longshore,General Fiction
Gentlemen Prefer Blondes,Anita Loos,G,79,24,Loos,General Fiction
I Am Number Four,Pittacus Lore,I,67,16,Lore,General Fiction
The Mountains of Madness,H.P. Lovecraft,M,38,24,Lovecraft,General Fiction
The Dolphin,Robert Lowell,D,42,11,Lowell,General Fiction
The Giver,Lois Lowry,G,5,9,Lowry,General Fiction
Under the Volcano,Malcolm Lowry,U,4,17,Lowry,General Fiction
The Young Elites,Marie Lu,Y,13,16,Lu,General Fiction
The Oracle of Stamboul,Michael David Lukas,O,96,22,Lukas,General Fiction
The Quality of Silence,Rosamund Lupton,Q,21,22,Lupton,General Fiction
Foreign Affairs,Alison Lurie,F,64,15,Lurie,General Fiction
The Unbelievers,Alison Lurie,U,39,15,Lurie,General Fiction
The Highest Tide,Jim Lynch,H,53,16,Lynch,General Fiction
The Undertaking,Thomas Lynch,U,70,15,Lynch,General Fiction
The Ice Princess,Camilla Läckberg,I,70,16,Läckberg,General Fiction
The Rock of Tanios,Amin Maalouf,R,71,18,Maalouf,General Fiction
Queen of Shadows,Sarah J. Maas,Q,18,16,Maas,General Fiction
The Egg and I,Betty MacDonald,E,73,13,MacDonald,General Fiction
The Venetian Affair,Helen MacInnes,V,40,19,MacInnes,General Fiction
The Uninvited,Dorothy Macardle,U,37,13,Macardle,General Fiction
The Prince,Niccolò Machiavelli,P,12,10,Machiavelli,General Fiction
I See You,Clare Mackintosh,I,99,9,Mackintosh,General Fiction
Jingle Bell Rock,Debbie Macomber,J,55,16,Macomber,General Fiction
Wicked,Gregory Maguire,W,62,6,Maguire,General Fiction
The Deer Park,Norman Mailer,D,16,13,Mailer,General Fiction
The Executioner's Song,Norman Mailer,E,43,22,Mailer,General Fiction
The Naked and the Dead,Norman Mailer,N,13,22,Mailer,General Fiction
The Great Believers,Rebecca Makkai,G,73,19,Makkai,General Fiction
The Assistant,Bernard Malamud,A,38,13,Malamud,General Fiction
The Fixer,Bernard Malamud,F,26,9,Malamud,General Fiction
The Natural,Bernard Malamud,N,24,11,Malamud,General Fiction
The Journalist and the Murderer,Janet Malcolm,J,18,31,Malcolm,Mystery/Crime
The Zone of Silence,Ernesto Mallo,Z,34,19,Mallo,General Fiction
The Zone of Silence,Ernesto Mallo,Z,92,19,Mallo,General Fiction
Station Eleven,Emily St. John Mandel,S,32,14,Mandel,General Fiction
The Rice Mother,Rani Manicka,R,49,15,Manicka,General Fiction
Buddenbrooks,Thomas Mann,B,43,12,Mann,General Fiction
Joseph and His Brothers,Thomas Mann,J,47,23,Mann,General Fiction
The Magic Mountain,Thomas Mann,M,8,18,Mann,Fantasy
Essays on the Sociology of Knowledge,Karl Mannheim,E,99,36,Mannheim,General Fiction
Everything Is F*cked,Mark Manson,E,67,20,Manson,General Fiction
Wolf Hall,Hilary Mantel,W,37,9,Mantel,General Fiction
Jellicoe Road,Melina Marchetta,J,66,13,Marchetta,General Fiction
The Ethics of Memory,Avishai Margalit,E,50,20,Margalit,General Fiction
The Young Entrepreneur's Guide,Steve Mariotti,Y,59,30,Mariotti,General Fiction
West with the Night,Beryl Markham,W,92,19,Markham,General Fiction
Matterhorn,Karl Marlantes,M,71,10,Marlantes,General Fiction
Tamburlaine the Great,Christopher Marlowe,T,73,21,Marlowe,General Fiction
The Jew of Malta,Christopher Marlowe,T,72,16,Marlowe,General Fiction
The Tragical History of Doctor Faustus,Christopher Marlowe,T,74,38,Marlowe,Biography/History
"Brown Girl, Brownstones",Paule Marshall,B,60,23,Marshall,General Fiction
Life of Pi,Yann Martel,L,2,10,Martel,Biography/History
The Life of Pi,Yann Martel,T,27,14,Martel,Biography/History
A Game of Thrones,George R.R. Martin,A,80,17,Martin,General Fiction
Dance of Dragons,George R.R. Martin,D,75,16,Martin,Fantasy
The Queen of Hearts,Kimmery Martin,Q,14,19,Martin,Romance
The Bright Forever,Lee Martin,B,62,18,Martin,General Fiction
The Communist Manifesto,Karl Marx,C,35,23,Marx,General Fiction
Catherine the Great,Robert K. Massie,C,28,19,Massie,General Fiction
In the Country of Men,Hisham Matar,I,59,21,Matar,General Fiction
Kaffir Boy,Mark Mathabane,K,20,10,Mathabane,General Fiction
I Am Legend,Richard Matheson,I,24,11,Matheson,General Fiction
The Incredible Shrinking Man,Richard Matheson,I,37,28,Matheson,General Fiction
Of Human Bondage,W. Somerset Maugham,O,12,16,Maugham,General Fiction
The Moon and Sixpence,W. Somerset Maugham,M,66,21,Maugham,General Fiction
The Painted Veil,W. Somerset Maugham,P,68,16,Maugham,General Fiction
The Razor's Edge,W. Somerset Maugham,R,15,16,Maugham,General Fiction
The Necklace,Guy de Maupassant,N,15,12,Maupassant,General Fiction
Jamaica Inn,Daphne du Maurier,J,20,11,Maurier,General Fiction
Rebecca,Daphne du Maurier,R,4,7,Maurier,General Fiction
The King's General,Daphne du Maurier,K,75,18,Maurier,General Fiction
I Hope They Serve Beer in Hell,Tucker Max,I,82,30,Max,General Fiction
Ring of Bright Water,Gavin Maxwell,R,31,20,Maxwell,General Fiction
Under the Tuscan Sun,Frances Mayes,U,47,20,Mayes,General Fiction
A Good Year,Peter Mayle,G,58,11,Mayle,General Fiction
Ruthless People,J.J. McAvoy,R,83,15,McAvoy,General Fiction
The Color of Water,James McBride,C,43,18,McBride,General Fiction
Breakfast on Pluto,Patrick McCabe,B,98,18,McCabe,General Fiction
The Rowan,Anne McCaffrey,R,75,9,McCaffrey,General Fiction
Boy's Life,Robert McCammon,B,46,10,McCammon,General Fiction
Let the Great World Spin,Colum McCann,L,93,24,McCann,General Fiction
The Darkest Hour,Anthony McCarten,D,43,16,McCarten,General Fiction
Blood Meridian,Cormac McCarthy,B,8,14,McCarthy,General Fiction
No Country for Old Men,Cormac McCarthy,N,14,22,McCarthy,General Fiction
Suttree,Cormac McCarthy,S,100,7,McCarthy,General Fiction
The Road,Cormac McCarthy,R,3,8,McCarthy,General Fiction
The Road,Cormac McCarthy,T,31,8,McCarthy,General Fiction
Make Way for Ducklings,Robert McCloskey,M,23,22,McCloskey,General Fiction
Understanding Comics,Scott McCloud,U,23,20,McCloud,General Fiction
Understanding Comics,Scott McCloud,U,89,20,McCloud,General Fiction
Angela's Ashes,Frank McCourt,A,58,14,McCourt,General Fiction
The Giant's House,Elizabeth McCracken,G,75,17,McCracken,General Fiction
The Heart Is a Lonely Hunter,Carson McCullers,H,65,28,McCullers,Romance
The Grass Crown,Colleen McCullough,G,99,15,McCullough,General Fiction
John Adams,David McCullough,J,19,10,McCullough,General Fiction
The Great Bridge,David McCullough,G,44,16,McCullough,General Fiction
The Wright Brothers,David McCullough,W,88,19,McCullough,General Fiction
Viking,Michael McCurdy,V,45,6,McCurdy,General Fiction
Betty,Tiffany McDaniel,B,76,5,McDaniel,General Fiction
The Jumper Chronicles,J.M. McDermott,J,29,21,McDermott,General Fiction
Atonement,Ian McEwan,A,13,9,McEwan,General Fiction
Atonement,Ian McEwan,A,94,9,McEwan,General Fiction
Nutshell,Ian McEwan,N,52,8,McEwan,General Fiction
On Chesil Beach,Ian McEwan,O,66,15,McEwan,General Fiction
The Cement Garden,Ian McEwan,C,77,17,McEwan,General Fiction
The Comfort of Strangers,Ian McEwan,C,47,24,McEwan,General Fiction
You'll Never Believe What Happened,Joel McHale,Y,78,34,McHale,General Fiction
The Kitchen Daughter,Jael McHenry,K,24,20,McHenry,General Fiction
The Queen's English,Erin McKean,Q,23,19,McKean,General Fiction
The Portable Veblen,Elizabeth McKenzie,P,72,19,McKenzie,General Fiction
The End of Nature,Bill McKibben,E,65,17,McKibben,General Fiction
Alphabet of Thorn,Patricia A. McKillip,A,53,17,McKillip,General Fiction
The Paris Wife,Paula McLain,P,51,14,McLain,General Fiction
Understanding Media,Marshall McLuhan,U,31,19,McLuhan,General Fiction
One of Us Is Lying,Karen M. McManus,O,36,18,McManus,General Fiction
Lonesome Dove,Larry McMurtry,L,13,13,McMurtry,General Fiction
The Last Picture Show,Larry McMurtry,L,27,21,McMurtry,General Fiction
The Last Picture Show,Larry McMurtry,L,88,21,McMurtry,General Fiction
Battle Cry of Freedom,James McPherson,B,61,21,McPherson,War/Military
The Usual Suspects,Christopher McQuarrie,U,14,18,McQuarrie,General Fiction
Vampire Academy,Richelle Mead,V,22,15,Mead,General Fiction
Vampire Academy,Richelle Mead,V,85,15,Mead,General Fiction
Karma Cola,Gita Mehta,K,45,10,Mehta,General Fiction
The Other Life,Ellen Meister,O,70,14,Meister,General Fiction
The Zen of Steve Jobs,Caleb Melby,Z,28,21,Melby,General Fiction
Hurricane Season,Fernanda Melchor,H,100,16,Melchor,General Fiction
The Zero Game,Brad Meltzer,Z,11,13,Meltzer,General Fiction
"Bartleby, the Scrivener",Herman Melville,B,32,23,Melville,General Fiction
Billy Budd,Herman Melville,B,21,10,Melville,General Fiction
Moby Dick,Herman Melville,M,1,9,Melville,General Fiction
The Confidence Man,Herman Melville,C,67,18,Melville,General Fiction
Night Train to Lisbon,Pascal Mercier,N,59,21,Mercier,General Fiction
Keeper of the Lost Cities,Shannon Messenger,K,92,25,Messenger,General Fiction
Over and Under the Snow,Kate Messner,O,100,23,Messner,General Fiction
Peyton Place,Grace Metalious,P,43,12,Metalious,General Fiction
Midnight Sun,Stephenie Meyer,M,81,12,Meyer,General Fiction
New Moon,Stephenie Meyer,N,25,8,Meyer,General Fiction
Twilight,Stephenie Meyer,T,5,8,Meyer,General Fiction
X-Files: Skin,Ben Mezrich,X,50,13,Mezrich,General Fiction
Nicholson Baker,The Mezzanine,N,77,15,Mezzanine,General Fiction
